State_Name,District_Name,Crop_Year,Season,Crop,Cost
Bihar,PURNIA,2009,Rabi       ,Peas & beans (Pulses),123.8011666
Bihar,PURNIA,2009,Rabi       ,Rapeseed &Mustard,118.7174064
Bihar,PURNIA,2009,Rabi       ,Sunflower,152.309148
Bihar,PURNIA,2009,Rabi       ,Wheat,155.245407
Bihar,PURNIA,2009,Summer     ,Maize,120.8896805
Bihar,PURNIA,2009,Summer     ,Moong(Green Gram),134.3535901
Bihar,PURNIA,2009,Summer     ,Rice,141.6489117
Bihar,PURNIA,2009,Winter     ,Rice,101.0508499
Bihar,PURNIA,2010,Autumn     ,Maize,101.4209776
Bihar,PURNIA,2010,Autumn     ,Rice,131.7481959
Bihar,PURNIA,2010,Kharif     ,Arhar/Tur,40.83560055
Bihar,PURNIA,2010,Kharif     ,Horse-gram,37
Bihar,PURNIA,2010,Kharif     ,Jute,41
Bihar,PURNIA,2010,Kharif     ,Mesta,140.0678034
Bihar,PURNIA,2010,Kharif     ,Moong(Green Gram),159.3229837
Bihar,PURNIA,2010,Kharif     ,Sesamum,140.6384296
Bihar,PURNIA,2010,Kharif     ,Urad,130.3978556
Bihar,PURNIA,2010,Rabi       ,Barley,128.6514342
Bihar,PURNIA,2010,Rabi       ,Gram,110
Bihar,PURNIA,2010,Rabi       ,Khesari,30
Bihar,PURNIA,2010,Rabi       ,Linseed,42
Bihar,PURNIA,2010,Rabi       ,Maize,119.8767597
Bihar,PURNIA,2010,Rabi       ,Masoor,152.0938153
Bihar,PURNIA,2010,Rabi       ,Peas & beans (Pulses),146.1062865
Bihar,PURNIA,2010,Rabi       ,Rapeseed &Mustard,118.8216743
Bihar,PURNIA,2010,Rabi       ,Sunflower,133.5059005
Bihar,PURNIA,2010,Rabi       ,Wheat,136.443961
Bihar,PURNIA,2010,Summer     ,Maize,112.1606192
Bihar,PURNIA,2010,Summer     ,Moong(Green Gram),132.122313
Bihar,PURNIA,2010,Summer     ,Rice,123.299533
Bihar,PURNIA,2010,Whole Year ,Sugarcane,135.690221
Bihar,PURNIA,2010,Whole Year ,Tobacco,128.0162963
Bihar,PURNIA,2010,Winter     ,Rice,125.6693994
Bihar,PURNIA,2011,Autumn     ,Maize,139.056129
Bihar,PURNIA,2011,Autumn     ,Rice,143.2098785
Bihar,PURNIA,2011,Kharif     ,Arhar/Tur,52.60477305
Bihar,PURNIA,2011,Kharif     ,Horse-gram,30
Bihar,PURNIA,2011,Kharif     ,Jute,48
Bihar,PURNIA,2011,Kharif     ,Mesta,114.7425253
Bihar,PURNIA,2011,Kharif     ,Moong(Green Gram),108.3246417
Bihar,PURNIA,2011,Kharif     ,Sesamum,143.5210089
Bihar,PURNIA,2011,Kharif     ,Urad,138.4083418
Bihar,PURNIA,2011,Rabi       ,Gram,139
Bihar,PURNIA,2011,Rabi       ,Khesari,37
Bihar,PURNIA,2011,Rabi       ,Linseed,53
Bihar,PURNIA,2011,Rabi       ,Maize,130.7209922
Bihar,PURNIA,2011,Rabi       ,Masoor,110.9754995
Bihar,PURNIA,2011,Rabi       ,Peas & beans (Pulses),151.4150159
Bihar,PURNIA,2011,Rabi       ,Rapeseed &Mustard,160.9551343
Bihar,PURNIA,2011,Rabi       ,Sunflower,136.4966191
Bihar,PURNIA,2011,Rabi       ,Wheat,137.8955956
Bihar,PURNIA,2011,Summer     ,Maize,149.8899556
Bihar,PURNIA,2011,Summer     ,Moong(Green Gram),113.2129977
Bihar,PURNIA,2011,Summer     ,Rice,146.0232724
Bihar,PURNIA,2011,Winter     ,Rice,153.1130852
Bihar,PURNIA,2012,Autumn     ,Maize,160.4093243
Bihar,PURNIA,2012,Autumn     ,Rice,157.3121919
Bihar,PURNIA,2012,Kharif     ,Arhar/Tur,47.56021808
Bihar,PURNIA,2012,Kharif     ,Horse-gram,36
Bihar,PURNIA,2012,Kharif     ,Jute,42
Bihar,PURNIA,2012,Kharif     ,Mesta,151.005742
Bihar,PURNIA,2012,Kharif     ,Moong(Green Gram),155.7425498
Bihar,PURNIA,2012,Kharif     ,Sesamum,118.9719424
Bihar,PURNIA,2012,Kharif     ,Urad,125.5125221
Bihar,PURNIA,2012,Rabi       ,Gram,123
Bihar,PURNIA,2012,Rabi       ,Khesari,30
Bihar,PURNIA,2012,Rabi       ,Linseed,45
Bihar,PURNIA,2012,Rabi       ,Maize,136.7757116
Bihar,PURNIA,2012,Rabi       ,Masoor,113.1897372
Bihar,PURNIA,2012,Rabi       ,Peas & beans (Pulses),127.7070563
Bihar,PURNIA,2012,Rabi       ,Rapeseed &Mustard,138.4025833
Bihar,PURNIA,2012,Rabi       ,Sunflower,152.3721787
Bihar,PURNIA,2012,Rabi       ,Wheat,120.3655042
Bihar,PURNIA,2012,Summer     ,Maize,134.1213983
Bihar,PURNIA,2012,Summer     ,Moong(Green Gram),126.6622549
Bihar,PURNIA,2012,Summer     ,Rice,160.7139585
Bihar,PURNIA,2012,Whole Year ,Sugarcane,125.7700291
Bihar,PURNIA,2012,Whole Year ,Tobacco,111.1592193
Bihar,PURNIA,2012,Winter     ,Rice,105.7398645
Bihar,PURNIA,2013,Autumn     ,Maize,147.3123197
Bihar,PURNIA,2013,Autumn     ,Rice,146.9834244
Bihar,PURNIA,2013,Kharif     ,Arhar/Tur,59.76168128
Bihar,PURNIA,2013,Kharif     ,Horse-gram,36
Bihar,PURNIA,2013,Kharif     ,Jute,48
Bihar,PURNIA,2013,Kharif     ,Mesta,136.2274641
Bihar,PURNIA,2013,Kharif     ,Moong(Green Gram),132.4353447
Bihar,PURNIA,2013,Kharif     ,Sesamum,106.0288303
Bihar,PURNIA,2013,Kharif     ,Urad,116.7497077
Bihar,PURNIA,2013,Rabi       ,Gram,138
Bihar,PURNIA,2013,Rabi       ,Khesari,40
Bihar,PURNIA,2013,Rabi       ,Linseed,45
Bihar,PURNIA,2013,Rabi       ,Maize,105.4028448
Bihar,PURNIA,2013,Rabi       ,Masoor,105.7748216
Bihar,PURNIA,2013,Rabi       ,Peas & beans (Pulses),100.0152205
Bihar,PURNIA,2013,Rabi       ,Rapeseed &Mustard,115.5980179
Bihar,PURNIA,2013,Rabi       ,Sunflower,141.5098257
Bihar,PURNIA,2013,Rabi       ,Wheat,142.0124655
Bihar,PURNIA,2013,Summer     ,Maize,133.4810653
Bihar,PURNIA,2013,Summer     ,Moong(Green Gram),139.4153499
Bihar,PURNIA,2013,Summer     ,Rice,156.4644249
Bihar,PURNIA,2013,Whole Year ,Sugarcane,149.2412006
Bihar,PURNIA,2013,Winter     ,Rice,141.2636393
Bihar,PURNIA,2014,Autumn     ,Maize,155.516465
Bihar,PURNIA,2014,Autumn     ,Rice,146.1971856
Bihar,PURNIA,2014,Kharif     ,Arhar/Tur,54.25799103
Bihar,PURNIA,2014,Kharif     ,Horse-gram,49
Bihar,PURNIA,2014,Kharif     ,Jute,50
Bihar,PURNIA,2014,Kharif     ,Mesta,142.1147824
Bihar,PURNIA,2014,Kharif     ,Moong(Green Gram),146.8445045
Bihar,PURNIA,2014,Kharif     ,Sesamum,149.4941608
Bihar,PURNIA,2014,Kharif     ,Urad,149.5746823
Bihar,PURNIA,2014,Rabi       ,Gram,120
Bihar,PURNIA,2014,Rabi       ,Khesari,42
Bihar,PURNIA,2014,Rabi       ,Maize,136.2363958
Bihar,PURNIA,2014,Rabi       ,Masoor,100.3169349
Bihar,PURNIA,2014,Rabi       ,Peas & beans (Pulses),144.077726
Bihar,PURNIA,2014,Rabi       ,Rapeseed &Mustard,102.7132995
Bihar,PURNIA,2014,Rabi       ,Sunflower,156.4532834
Bihar,PURNIA,2014,Rabi       ,Wheat,132.7319463
Bihar,PURNIA,2014,Summer     ,Maize,131.526013
Bihar,PURNIA,2014,Summer     ,Moong(Green Gram),102.2262588
Bihar,PURNIA,2014,Summer     ,Rice,160.4230379
Bihar,PURNIA,2014,Whole Year ,Sugarcane,104.834917
Bihar,PURNIA,2014,Winter     ,Rice,157.814156
Bihar,ROHTAS,1997,Autumn     ,Rice,153.9024835
Bihar,ROHTAS,1997,Kharif     ,Arhar/Tur,47.58508541
Bihar,ROHTAS,1997,Kharif     ,Bajra,54.55401753
Bihar,ROHTAS,1997,Kharif     ,Cotton(lint),107
Bihar,ROHTAS,1997,Kharif     ,Groundnut,102
Bihar,ROHTAS,1997,Kharif     ,Jowar,36
Bihar,ROHTAS,1997,Kharif     ,Maize,150.9747682
Bihar,ROHTAS,1997,Kharif     ,Mesta,125.4713486
Bihar,ROHTAS,1997,Kharif     ,Other Kharif pulses,144.8636458
Bihar,ROHTAS,1997,Kharif     ,Sesamum,142.1007434
Bihar,ROHTAS,1997,Kharif     ,Small millets,114.4076836
Bihar,ROHTAS,1997,Rabi       ,Barley,105.427865
Bihar,ROHTAS,1997,Rabi       ,Gram,122
Bihar,ROHTAS,1997,Rabi       ,Linseed,43
Bihar,ROHTAS,1997,Rabi       ,Maize,115.658424
Bihar,ROHTAS,1997,Rabi       ,Other  Rabi pulses,139.097551
Bihar,ROHTAS,1997,Rabi       ,Rapeseed &Mustard,131.733277
Bihar,ROHTAS,1997,Rabi       ,Sunflower,155.1897757
Bihar,ROHTAS,1997,Rabi       ,Wheat,108.6105927
Bihar,ROHTAS,1997,Summer     ,Maize,154.6057551
Bihar,ROHTAS,1997,Summer     ,Rice,140.4701497
Bihar,ROHTAS,1997,Whole Year ,Coriander,66
Bihar,ROHTAS,1997,Whole Year ,Dry chillies,98
Bihar,ROHTAS,1997,Whole Year ,Garlic,109
Bihar,ROHTAS,1997,Whole Year ,Onion,107.6669383
Bihar,ROHTAS,1997,Whole Year ,Potato,134.2378035
Bihar,ROHTAS,1997,Whole Year ,Ragi,115.1066726
Bihar,ROHTAS,1997,Whole Year ,Sannhamp,121.3057286
Bihar,ROHTAS,1997,Whole Year ,Sugarcane,113.5794387
Bihar,ROHTAS,1997,Whole Year ,Sweet potato,151.9898348
Bihar,ROHTAS,1997,Winter     ,Rice,128.6668018
Bihar,ROHTAS,1998,Kharif     ,Arhar/Tur,49.1583826
Bihar,ROHTAS,1998,Kharif     ,Bajra,80.09907766
Bihar,ROHTAS,1998,Kharif     ,Blackgram,401
Bihar,ROHTAS,1998,Kharif     ,Groundnut,101
Bihar,ROHTAS,1998,Kharif     ,Jowar,36
Bihar,ROHTAS,1998,Kharif     ,Maize,105.0705523
Bihar,ROHTAS,1998,Kharif     ,Mesta,144.9220983
Bihar,ROHTAS,1998,Kharif     ,Other Kharif pulses,125.5882634
Bihar,ROHTAS,1998,Kharif     ,Ragi,109.6854191
Bihar,ROHTAS,1998,Kharif     ,Sesamum,123.3006172
Bihar,ROHTAS,1998,Kharif     ,Small millets,159.2724106
Bihar,ROHTAS,1998,Kharif     ,Sunflower,157.6103444
Bihar,ROHTAS,1998,Rabi       ,Barley,118.3161932
Bihar,ROHTAS,1998,Rabi       ,Gram,102
Bihar,ROHTAS,1998,Rabi       ,Linseed,46
Bihar,ROHTAS,1998,Rabi       ,Maize,133.688401
Bihar,ROHTAS,1998,Rabi       ,Other  Rabi pulses,158.408684
Bihar,ROHTAS,1998,Rabi       ,Rapeseed &Mustard,145.2700458
Bihar,ROHTAS,1998,Rabi       ,Wheat,160.2542407
Bihar,ROHTAS,1998,Summer     ,Maize,101.8960544
Bihar,ROHTAS,1998,Summer     ,Rice,160.3834562
Bihar,ROHTAS,1998,Whole Year ,Coriander,79
Bihar,ROHTAS,1998,Whole Year ,Dry chillies,130
Bihar,ROHTAS,1998,Whole Year ,Garlic,71
Bihar,ROHTAS,1998,Whole Year ,Onion,129.1049611
Bihar,ROHTAS,1998,Whole Year ,Potato,150.2410387
Bihar,ROHTAS,1998,Whole Year ,Sannhamp,118.4691779
Bihar,ROHTAS,1998,Whole Year ,Sugarcane,151.2927754
Bihar,ROHTAS,1998,Whole Year ,Sweet potato,141.2087539
Bihar,ROHTAS,1998,Whole Year ,Turmeric,139.9744207
Bihar,ROHTAS,1998,Winter     ,Rice,121.2911313
Bihar,ROHTAS,1999,Kharif     ,Arhar/Tur,51.68783907
Bihar,ROHTAS,1999,Kharif     ,Bajra,66.784858
Bihar,ROHTAS,1999,Kharif     ,Groundnut,120
Bihar,ROHTAS,1999,Kharif     ,Horse-gram,34
Bihar,ROHTAS,1999,Kharif     ,Jowar,27
Bihar,ROHTAS,1999,Kharif     ,Jute,46
Bihar,ROHTAS,1999,Kharif     ,Maize,127.7030589
Bihar,ROHTAS,1999,Kharif     ,Mesta,148.4731669
Bihar,ROHTAS,1999,Kharif     ,Moong(Green Gram),124.6203235
Bihar,ROHTAS,1999,Kharif     ,Ragi,143.7790894
Bihar,ROHTAS,1999,Kharif     ,Rice,118.6465804
Bihar,ROHTAS,1999,Kharif     ,Sesamum,124.2575765
Bihar,ROHTAS,1999,Kharif     ,Sunflower,159.2602867
Bihar,ROHTAS,1999,Kharif     ,Urad,149.0278654
Bihar,ROHTAS,1999,Rabi       ,Gram,128
Bihar,ROHTAS,1999,Rabi       ,Khesari,52
Bihar,ROHTAS,1999,Rabi       ,Linseed,49
Bihar,ROHTAS,1999,Rabi       ,Maize,151.1335268
Bihar,ROHTAS,1999,Rabi       ,Masoor,152.5713256
Bihar,ROHTAS,1999,Rabi       ,Moong(Green Gram),153.0701468
Bihar,ROHTAS,1999,Rabi       ,Other  Rabi pulses,138.8617833
Bihar,ROHTAS,1999,Rabi       ,Peas & beans (Pulses),140.7469396
Bihar,ROHTAS,1999,Rabi       ,Rapeseed &Mustard,159.537563
Bihar,ROHTAS,1999,Rabi       ,Wheat,102.5680535
Bihar,ROHTAS,1999,Summer     ,Maize,115.7645012
Bihar,ROHTAS,1999,Summer     ,Rice,145.8177133
Bihar,ROHTAS,1999,Whole Year ,Coriander,71
Bihar,ROHTAS,1999,Whole Year ,Dry chillies,142
Bihar,ROHTAS,1999,Whole Year ,Garlic,110
Bihar,ROHTAS,1999,Whole Year ,Onion,104.3074361
Bihar,ROHTAS,1999,Whole Year ,Potato,152.2356601
Bihar,ROHTAS,1999,Whole Year ,Sugarcane,115.4096595
Bihar,ROHTAS,1999,Whole Year ,Sweet potato,139.0439413
Bihar,ROHTAS,2000,Autumn     ,Rice,155.9704758
Bihar,ROHTAS,2000,Kharif     ,Arhar/Tur,49.25454496
Bihar,ROHTAS,2000,Kharif     ,Bajra,86.75015133
Bihar,ROHTAS,2000,Kharif     ,Horse-gram,32
Bihar,ROHTAS,2000,Kharif     ,Jute,49
Bihar,ROHTAS,2000,Kharif     ,Maize,156.994771
Bihar,ROHTAS,2000,Kharif     ,Moong(Green Gram),107.643928
Bihar,ROHTAS,2000,Kharif     ,Other Kharif pulses,124.8572579
Bihar,ROHTAS,2000,Kharif     ,Ragi,117.7899954
Bihar,ROHTAS,2000,Kharif     ,Rice,143.9849389
Bihar,ROHTAS,2000,Kharif     ,Sesamum,120.6106753
Bihar,ROHTAS,2000,Kharif     ,Small millets,135.7919054
Bihar,ROHTAS,2000,Kharif     ,Sunflower,124.6378782
Bihar,ROHTAS,2000,Kharif     ,Urad,117.6037751
Bihar,ROHTAS,2000,Rabi       ,Barley,129.2395749
Bihar,ROHTAS,2000,Rabi       ,Gram,106
Bihar,ROHTAS,2000,Rabi       ,Khesari,59
Bihar,ROHTAS,2000,Rabi       ,Linseed,54
Bihar,ROHTAS,2000,Rabi       ,Maize,136.9887095
Bihar,ROHTAS,2000,Rabi       ,Masoor,124.5493858
Bihar,ROHTAS,2000,Rabi       ,Moong(Green Gram),116.591296
Bihar,ROHTAS,2000,Rabi       ,Other  Rabi pulses,103.6036931
Bihar,ROHTAS,2000,Rabi       ,Peas & beans (Pulses),120.1374607
Bihar,ROHTAS,2000,Rabi       ,Rapeseed &Mustard,160.1615536
Bihar,ROHTAS,2000,Rabi       ,Wheat,138.5460474
Bihar,ROHTAS,2000,Summer     ,Maize,157.4077169
Bihar,ROHTAS,2000,Summer     ,Rice,103.6934173
Bihar,ROHTAS,2000,Whole Year ,Coriander,94
Bihar,ROHTAS,2000,Whole Year ,Dry chillies,123
Bihar,ROHTAS,2000,Whole Year ,Garlic,62
Bihar,ROHTAS,2000,Whole Year ,Onion,114.5525031
Bihar,ROHTAS,2000,Whole Year ,Potato,111.1668201
Bihar,ROHTAS,2000,Whole Year ,Sugarcane,115.625425
Bihar,ROHTAS,2000,Whole Year ,Sweet potato,109.1750653
Bihar,ROHTAS,2000,Whole Year ,Turmeric,116.0569293
Bihar,ROHTAS,2001,Autumn     ,Maize,143.0048042
Bihar,ROHTAS,2001,Autumn     ,Rice,126.595743
Bihar,ROHTAS,2001,Kharif     ,Arhar/Tur,48.33266315
Bihar,ROHTAS,2001,Kharif     ,Bajra,54.33924378
Bihar,ROHTAS,2001,Kharif     ,Groundnut,114
Bihar,ROHTAS,2001,Kharif     ,Horse-gram,46
Bihar,ROHTAS,2001,Kharif     ,Jowar,30
Bihar,ROHTAS,2001,Kharif     ,Mesta,147.5012434
Bihar,ROHTAS,2001,Kharif     ,Moong(Green Gram),138.6484579
Bihar,ROHTAS,2001,Kharif     ,Other Kharif pulses,119.588124
Bihar,ROHTAS,2001,Kharif     ,Ragi,115.6675116
Bihar,ROHTAS,2001,Kharif     ,Rice,154.9171498
Bihar,ROHTAS,2001,Kharif     ,Sesamum,113.5930609
Bihar,ROHTAS,2001,Kharif     ,Urad,152.4084422
Bihar,ROHTAS,2001,Rabi       ,Barley,125.8526691
Bihar,ROHTAS,2001,Rabi       ,Gram,120
Bihar,ROHTAS,2001,Rabi       ,Khesari,41
Bihar,ROHTAS,2001,Rabi       ,Linseed,50
Bihar,ROHTAS,2001,Rabi       ,Maize,129.3631219
Bihar,ROHTAS,2001,Rabi       ,Masoor,157.1071461
Bihar,ROHTAS,2001,Rabi       ,Other  Rabi pulses,122.1170463
Bihar,ROHTAS,2001,Rabi       ,Peas & beans (Pulses),132.3185155
Bihar,ROHTAS,2001,Rabi       ,Rapeseed &Mustard,154.1618805
Bihar,ROHTAS,2001,Rabi       ,Wheat,144.6634279
Bihar,ROHTAS,2001,Summer     ,Maize,137.7969094
Bihar,ROHTAS,2001,Summer     ,Rice,106.1226694
Bihar,ROHTAS,2001,Whole Year ,Coriander,69
Bihar,ROHTAS,2001,Whole Year ,Dry chillies,132
Bihar,ROHTAS,2001,Whole Year ,Garlic,111
Bihar,ROHTAS,2001,Whole Year ,Onion,136.2873452
Bihar,ROHTAS,2001,Whole Year ,Potato,126.7500689
Bihar,ROHTAS,2001,Whole Year ,Sugarcane,128.8613242
Bihar,ROHTAS,2001,Whole Year ,Turmeric,120.5612814
Bihar,ROHTAS,2002,Autumn     ,Maize,128.201068
Bihar,ROHTAS,2002,Autumn     ,Rice,123.9629765
Bihar,ROHTAS,2002,Kharif     ,Arhar/Tur,41.71444295
Bihar,ROHTAS,2002,Kharif     ,Bajra,77.0127548
Bihar,ROHTAS,2002,Kharif     ,Groundnut,100
Bihar,ROHTAS,2002,Kharif     ,Horse-gram,47
Bihar,ROHTAS,2002,Kharif     ,Jowar,30
Bihar,ROHTAS,2002,Kharif     ,Mesta,142.9171685
Bihar,ROHTAS,2002,Kharif     ,Moong(Green Gram),130.2900568
Bihar,ROHTAS,2002,Kharif     ,Ragi,160.8371011
Bihar,ROHTAS,2002,Kharif     ,Sesamum,146.1602666
Bihar,ROHTAS,2002,Kharif     ,Small millets,131.4050175
Bihar,ROHTAS,2002,Kharif     ,Sunflower,120.386822
Bihar,ROHTAS,2002,Kharif     ,Urad,134.8463092
Bihar,ROHTAS,2002,Rabi       ,Barley,135.8505845
Bihar,ROHTAS,2002,Rabi       ,Gram,133
Bihar,ROHTAS,2002,Rabi       ,Khesari,32
Bihar,ROHTAS,2002,Rabi       ,Linseed,51
Bihar,ROHTAS,2002,Rabi       ,Maize,147.5550309
Bihar,ROHTAS,2002,Rabi       ,Masoor,153.382358
Bihar,ROHTAS,2002,Rabi       ,Other  Rabi pulses,102.3229323
Bihar,ROHTAS,2002,Rabi       ,Peas & beans (Pulses),125.6561863
Bihar,ROHTAS,2002,Rabi       ,Rapeseed &Mustard,127.811554
Bihar,ROHTAS,2002,Rabi       ,Wheat,137.703666
Bihar,ROHTAS,2002,Summer     ,Maize,155.2569183
Bihar,ROHTAS,2002,Summer     ,Moong(Green Gram),103.1856142
Bihar,ROHTAS,2002,Summer     ,Rice,151.9669433
Bihar,ROHTAS,2002,Whole Year ,Coriander,103
Bihar,ROHTAS,2002,Whole Year ,Dry chillies,153
Bihar,ROHTAS,2002,Whole Year ,Garlic,91
Bihar,ROHTAS,2002,Whole Year ,Onion,121.0238239
Bihar,ROHTAS,2002,Whole Year ,Potato,100.4190475
Bihar,ROHTAS,2002,Whole Year ,Sannhamp,120.6057826
Bihar,ROHTAS,2002,Whole Year ,Sugarcane,150.322191
Bihar,ROHTAS,2002,Whole Year ,Sweet potato,108.4608184
Bihar,ROHTAS,2002,Whole Year ,Turmeric,130.107849
Bihar,ROHTAS,2002,Winter     ,Rice,113.6660216
Bihar,ROHTAS,2003,Autumn     ,Rice,129.4200909
Bihar,ROHTAS,2003,Kharif     ,Arhar/Tur,48.08146026
Bihar,ROHTAS,2003,Kharif     ,Bajra,56.4972519
Bihar,ROHTAS,2003,Kharif     ,Groundnut,93
Bihar,ROHTAS,2003,Kharif     ,Horse-gram,44
Bihar,ROHTAS,2003,Kharif     ,Jowar,36
Bihar,ROHTAS,2003,Kharif     ,Maize,139.844516
Bihar,ROHTAS,2003,Kharif     ,Mesta,118.9472558
Bihar,ROHTAS,2003,Kharif     ,Moong(Green Gram),145.8782254
Bihar,ROHTAS,2003,Kharif     ,Other Kharif pulses,157.0158302
Bihar,ROHTAS,2003,Kharif     ,Ragi,130.4569462
Bihar,ROHTAS,2003,Kharif     ,Sesamum,133.6763625
Bihar,ROHTAS,2003,Kharif     ,Sunflower,130.1588737
Bihar,ROHTAS,2003,Kharif     ,Urad,155.3531961
Bihar,ROHTAS,2003,Rabi       ,Barley,125.3978335
Bihar,ROHTAS,2003,Rabi       ,Gram,130
Bihar,ROHTAS,2003,Rabi       ,Khesari,51
Bihar,ROHTAS,2003,Rabi       ,Linseed,49
Bihar,ROHTAS,2003,Rabi       ,Masoor,142.3140347
Bihar,ROHTAS,2003,Rabi       ,Peas & beans (Pulses),105.4810988
Bihar,ROHTAS,2003,Rabi       ,Rapeseed &Mustard,114.1247143
Bihar,ROHTAS,2003,Rabi       ,Safflower,143.7880537
Bihar,ROHTAS,2003,Rabi       ,Wheat,140.1155858
Bihar,ROHTAS,2003,Summer     ,Maize,104.4736892
Bihar,ROHTAS,2003,Summer     ,Moong(Green Gram),153.9496657
Bihar,ROHTAS,2003,Summer     ,Rice,144.3078205
Bihar,ROHTAS,2003,Whole Year ,Coriander,78
Bihar,ROHTAS,2003,Whole Year ,Dry chillies,185
Bihar,ROHTAS,2003,Whole Year ,Garlic,63
Bihar,ROHTAS,2003,Whole Year ,Onion,101.334323
Bihar,ROHTAS,2003,Whole Year ,Potato,111.5561368
Bihar,ROHTAS,2003,Whole Year ,Sannhamp,124.6884629
Bihar,ROHTAS,2003,Whole Year ,Sugarcane,103.9281794
Bihar,ROHTAS,2003,Whole Year ,Sweet potato,156.7930879
Bihar,ROHTAS,2003,Whole Year ,Turmeric,156.3264993
Bihar,ROHTAS,2003,Winter     ,Rice,137.5084295
Bihar,ROHTAS,2004,Autumn     ,Rice,137.4023661
Bihar,ROHTAS,2004,Kharif     ,Arhar/Tur,57.88394477
Bihar,ROHTAS,2004,Kharif     ,Bajra,50.51794873
Bihar,ROHTAS,2004,Kharif     ,Castor seed,43.96454282
Bihar,ROHTAS,2004,Kharif     ,Groundnut,110
Bihar,ROHTAS,2004,Kharif     ,Horse-gram,44
Bihar,ROHTAS,2004,Kharif     ,Maize,119.1876502
Bihar,ROHTAS,2004,Kharif     ,Moong(Green Gram),128.4155494
Bihar,ROHTAS,2004,Kharif     ,Other Kharif pulses,156.931474
Bihar,ROHTAS,2004,Kharif     ,Ragi,140.5740333
Bihar,ROHTAS,2004,Kharif     ,Sesamum,142.0751771
Bihar,ROHTAS,2004,Kharif     ,Small millets,140.5150352
Bihar,ROHTAS,2004,Kharif     ,Sunflower,126.0608595
Bihar,ROHTAS,2004,Kharif     ,Urad,148.9629235
Bihar,ROHTAS,2004,Rabi       ,Barley,132.157719
Bihar,ROHTAS,2004,Rabi       ,Gram,101
Bihar,ROHTAS,2004,Rabi       ,Khesari,46
Bihar,ROHTAS,2004,Rabi       ,Linseed,49
Bihar,ROHTAS,2004,Rabi       ,Masoor,127.8800788
Bihar,ROHTAS,2004,Rabi       ,Peas & beans (Pulses),148.4795369
Bihar,ROHTAS,2004,Rabi       ,Rapeseed &Mustard,129.6273093
Bihar,ROHTAS,2004,Rabi       ,Safflower,142.3021437
Bihar,ROHTAS,2004,Rabi       ,Wheat,155.4979004
Bihar,ROHTAS,2004,Summer     ,Maize,129.2836707
Bihar,ROHTAS,2004,Summer     ,Moong(Green Gram),140.2488185
Bihar,ROHTAS,2004,Summer     ,Rice,114.8172921
Bihar,ROHTAS,2004,Whole Year ,Coriander,106
Bihar,ROHTAS,2004,Whole Year ,Dry chillies,91
Bihar,ROHTAS,2004,Whole Year ,Garlic,62
Bihar,ROHTAS,2004,Whole Year ,Onion,130.8651417
Bihar,ROHTAS,2004,Whole Year ,Potato,113.5723501
Bihar,ROHTAS,2004,Whole Year ,Sugarcane,146.9414878
Bihar,ROHTAS,2004,Whole Year ,Sweet potato,129.5916632
Bihar,ROHTAS,2004,Whole Year ,Turmeric,152.4893444
Bihar,ROHTAS,2004,Winter     ,Rice,103.6338779
Bihar,ROHTAS,2005,Autumn     ,Rice,131.297907
Bihar,ROHTAS,2005,Kharif     ,Arhar/Tur,44.90079332
Bihar,ROHTAS,2005,Kharif     ,Bajra,41.33436922
Bihar,ROHTAS,2005,Kharif     ,Groundnut,117
Bihar,ROHTAS,2005,Kharif     ,Horse-gram,38
Bihar,ROHTAS,2005,Kharif     ,Maize,149.585865
Bihar,ROHTAS,2005,Kharif     ,Moong(Green Gram),119.7135401
Bihar,ROHTAS,2005,Kharif     ,Other Kharif pulses,154.4463563
Bihar,ROHTAS,2005,Kharif     ,Ragi,154.2198624
Bihar,ROHTAS,2005,Kharif     ,Sesamum,125.2719611
Bihar,ROHTAS,2005,Kharif     ,Sunflower,127.0145436
Bihar,ROHTAS,2005,Kharif     ,Urad,126.0050239
Bihar,ROHTAS,2005,Rabi       ,Barley,117.8440956
Bihar,ROHTAS,2005,Rabi       ,Gram,134
Bihar,ROHTAS,2005,Rabi       ,Khesari,57
Bihar,ROHTAS,2005,Rabi       ,Linseed,46
Bihar,ROHTAS,2005,Rabi       ,Masoor,109.0026614
Bihar,ROHTAS,2005,Rabi       ,Peas & beans (Pulses),149.2192422
Bihar,ROHTAS,2005,Rabi       ,Rapeseed &Mustard,154.6585343
Bihar,ROHTAS,2005,Rabi       ,Wheat,103.0106602
Bihar,ROHTAS,2005,Summer     ,Maize,142.049544
Bihar,ROHTAS,2005,Summer     ,Moong(Green Gram),137.4774518
Bihar,ROHTAS,2005,Summer     ,Rice,127.5311947
Bihar,ROHTAS,2005,Whole Year ,Coriander,103
Bihar,ROHTAS,2005,Whole Year ,Dry chillies,157
Bihar,ROHTAS,2005,Whole Year ,Garlic,86
Bihar,ROHTAS,2005,Whole Year ,Onion,101.3557201
Bihar,ROHTAS,2005,Whole Year ,Potato,127.0836886
Bihar,ROHTAS,2005,Whole Year ,Sannhamp,133.9300989
Bihar,ROHTAS,2005,Whole Year ,Sugarcane,131.4831749
Bihar,ROHTAS,2005,Whole Year ,Sweet potato,104.2894242
Bihar,ROHTAS,2005,Winter     ,Rice,107.9469456
Bihar,ROHTAS,2006,Autumn     ,Rice,151.3584977
